date,log_return,overnight_return,momentum_5d,momentum_20d,volatility_20d,volume_change,volume_20d_avg,spy_return,soxx_return,ief_return,trends_zscore_30d,trends_momentum_7d,trends_spike,target_direction,target_next_return
2021-01-19,0.0115876151723878,0.0108780108780109,-0.0090105327881886,-0.0012140201853527,0.0235844174289852,-0.1193345053814158,212276.05,0.0080349406702404,0.0329803988395759,0.0005064145955628,0.2060094320460805,-0.3857142857142857,0,1,0.0265267543334286
2021-01-20,0.0265267543334286,0.0076804915514592,-0.0016387428740618,0.0003753771384867,0.0243558243945354,0.1295484792417307,213146.25,0.0136927355096205,-0.0027191429991772,0.000337467311057,0.2655094917048241,-0.1999999999999999,0,1,0.0359936026479054
2021-01-21,0.0359936026479054,0.0029917726252805,0.004819510315812,0.0019870164324757,0.0256249946028099,0.3286635247236431,217715.1,0.0008593638632543,0.0154997770635366,-0.0012660900615091,0.7664860252370174,-0.087719298245614,0,0,-0.010881500187534
2021-01-22,-0.010881500187534,-0.0086580086580086,0.0075817327963795,0.0015933174762967,0.0257658688530726,0.1078551885483167,227516.5,-0.0035463804150615,-0.0172927276639764,0.0015191158293161,0.7946191959494129,0.06,0,0,-0.0029218428383648
2021-01-25,-0.0029218428383648,0.0051057622173594,0.0120609258255645,0.0024742679105722,0.0252656035366027,-0.3370459670255654,230889.1,0.0041709087863454,-0.0012210452226383,0.0038717328055601,0.6249391464097507,1.125,0,0,-0.0177126402007119
2021-01-26,-0.0177126402007119,-0.0073152889539136,0.0062008747509446,0.0015886359005366,0.0256641938726877,-0.3071928145475963,234685.85,-0.0017705110465111,-0.0142595880051796,-0.0001680248680757,0.5109675643981524,0.1627906976744186,0,0,-0.0387145121806903
2021-01-27,-0.0387145121806903,-0.0163812360387192,-0.0068473785518791,7.745934934147921e-05,0.0271365339964027,1.0847643741675874,243132.85,-0.0246144356759745,-0.0519957046815994,0.0012594988860088,0.8058350706440054,0.25,0,1,0.0092450581440509
2021-01-28,0.0092450581440509,0.0054179566563467,-0.01219708745265,0.000346288417648,0.0272026176590436,-0.4262310680073536,245811.4,0.0085901356645343,0.0205973460707918,-0.0023523492322614,1.0846847184147417,0.1538461538461537,0,0,-0.0053825581701542
2021-01-29,-0.0053825581701542,0.0023006134969326,-0.0110972990491741,-0.000689138014771,0.0269957622339328,0.5599151894910777,247271.8,-0.0203848479678975,-0.016459092023498,-0.0019364350399561,0.4933712668014891,-0.0377358490566038,0,1,0.0198479797985117
2021-02-01,0.0198479797985117,0.0084811102544332,-0.0065433345217987,0.0006466427139289,0.0273328081019099,-0.2874971050203693,251636.45,0.0165643026080303,0.03759869575618,0.0004212832349453,0.3420889253626586,-0.0392156862745096,0,1,0.0238995691988457
2021-02-02,0.0238995691988457,0.0120937263794406,0.0017791073581127,0.0016887158559302,0.0278224924916566,-0.0730614289368232,240393.25,0.0138330127422163,0.0157840324752386,-0.0025303657225771,0.4227730340638886,0.02,0,0,-0.0022164767108919
2021-02-03,-0.0022164767108919,0.0073800738007379,0.0090787144520724,0.0003711969535641,0.0273230938922848,0.3320379642777071,243237.2,0.0011267016349982,-0.0205090320374339,-0.0023674653824368,0.4033356513609792,-0.0727272727272727,0,1,0.0110335801210401
