observations,auc,accuracy,balanced_accuracy,precision,recall,f1,brier,trade_rate,mean_strategy_return,strategy_sharpe,max_drawdown,accuracy_binom_pvalue_vs_0p50,strategy_mean_ttest_pvalue_gt_0,strategy_mean_permutation_pvalue,confusion_matrix_tn_fp_fn_tp,fold,feature_set,model,feature_count,val_auc,val_accuracy,threshold,youden_j
63,0.4136842105263158,0.3968253968253968,0.4931578947368421,0.5,0.02631578947368421,0.05,0.2592806163784377,0.031746031746031744,-0.0002798462791330905,-1.7924348099628558,-0.019689534434159883,0.9615370831951954,0.8113006055315615,,"[[24, 1], [37, 1]]",7,all_features,random_forest,16,0.4715406020743738,0.5793650793650794,0.5409430733203622,0.1340753857829469
63,0.5284210526315789,0.5396825396825397,0.5363157894736843,0.6363636363636364,0.5526315789473685,0.5915492957746479,,0.5238095238095238,0.0067271374071817495,5.065109608860738,-0.043165691086929026,0.3073275078827309,0.007304153976921013,,"[[13, 12], [17, 21]]",7,all_features,svm_linear,16,0.45459144953200104,0.5079365079365079,-0.18873185357844355,0.0604604098153273
63,0.5,0.49206349206349204,0.5,0.0,0.0,0.0,0.5079365079365079,0.0,0.0,,0.0,0.5993467537479669,,,"[[31, 0], [32, 0]]",8,all_features,majority_class,16,0.5,0.4523809523809524,,
63,0.5483870967741935,0.5396825396825397,0.5393145161290323,0.5454545454545454,0.5625,0.5538461538461539,0.25233711604760667,0.5238095238095238,0.005128984645646813,2.775288510733202,-0.054409626711173886,0.3073275078827309,0.08679551090578802,,"[[16, 15], [14, 18]]",8,all_features,logistic_regression,16,0.555301296720061,0.5873015873015873,0.48128132667706774,0.16704805491990748
63,0.6108870967741935,0.6031746031746031,0.607358870967742,0.7333333333333333,0.34375,0.46808510638297873,0.24739008939687684,0.23809523809523808,0.00564306648211673,3.246769891052275,-0.011473593473024457,0.06495896151127627,0.05618991689256663,,"[[27, 4], [21, 11]]",8,all_features,random_forest,16,0.5113145181795068,0.5317460317460317,0.5207474104130061,0.11136536994660468
63,0.5735887096774194,0.5714285714285714,0.5720766129032258,0.5862068965517241,0.53125,0.5573770491803278,,0.4603174603174603,0.0055372497036865875,3.0352971359507865,-0.0440060653832518,0.15675152664822642,0.0686296468669574,,"[[19, 12], [15, 17]]",8,all_features,svm_linear,16,0.5293668954996187,0.5555555555555556,0.039166260309052264,0.12128146453089195
63,0.5,0.42857142857142855,0.5,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,,0.0,0.8963160500715729,,,"[[27, 0], [36, 0]]",9,all_features,majority_class,16,0.5,0.4444444444444444,,
63,0.5617283950617284,0.5079365079365079,0.5231481481481481,0.6,0.4166666666666667,0.4918032786885246,0.2529717959351728,0.3968253968253968,0.0031462863719179984,2.2447776473509906,-0.14104057256986968,0.5,0.13490769901323524,,"[[17, 10], [21, 15]]",9,all_features,logistic_regression,16,0.5660714285714287,0.5634920634920635,0.4914850908377398,0.14999999999999902
63,0.49074074074074076,0.4603174603174603,0.5138888888888888,0.625,0.1388888888888889,0.22727272727272727,0.2538030431588608,0.12698412698412698,0.0017937915029868049,2.188659040642357,-0.032882248535889835,0.7750187318548887,0.14092740897325312,,"[[24, 3], [31, 5]]",9,all_features,random_forest,16,0.5028061224489796,0.5,0.5294299129809964,0.07857142857142786
63,0.5421810699588477,0.49206349206349204,0.4861111111111111,0.5588235294117647,0.5277777777777778,0.5428571428571428,,0.5396825396825397,0.0018452525118125523,1.1585876208699204,-0.12023417336123576,0.5993467537479669,0.283794335024267,,"[[12, 15], [17, 19]]",9,all_features,svm_linear,16,0.5676020408163265,0.5793650793650794,-0.1841794536995057,0.16071428571428492
63,0.5,0.42857142857142855,0.5,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,,0.0,0.8963160500715729,,,"[[27, 0], [36, 0]]",1,market_only,majority_class,7,0.5,0.4365079365079365,,
63,0.4495884773662552,0.38095238095238093,0.4398148148148148,0.2,0.027777777777777776,0.04878048780487805,0.2541983648563849,0.07936507936507936,-0.000682902725465565,-1.8904638577060977,-0.03792623505124515,0.9785217272378054,0.8239814412187163,,"[[23, 4], [35, 1]]",1,market_only,logistic_regression,7,0.47298335467349556,0.48412698412698413,0.5587798035382013,0.043533930857874686
63,0.411522633744856,0.4603174603174603,0.4583333333333333,0.53125,0.4722222222222222,0.5,0.25985521467065936,0.5079365079365079,0.002736419021724895,1.8040945994576043,-0.08736654204997618,0.7750187318548887,0.18716155269297458,,"[[12, 15], [19, 17]]",1,market_only,random_forest,7,0.4781049935979513,0.48412698412698413,0.5486097556911483,0.0312419974391811
63,0.4269547325102881,0.3968253968253968,0.4444444444444444,0.4,0.1111111111111111,0.17391304347826086,,0.15873015873015872,0.001213905579881279,1.3769798449829296,-0.03792623505124504,0.9615370831951954,0.24857437676811273,,"[[21, 6], [32, 4]]",1,market_only,svm_linear,7,0.49039692701664533,0.5158730158730159,0.703464535313634,0.07119078104993626
63,0.5,0.5555555555555556,0.5,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,,0.0,0.22498126814511127,,,"[[35, 0], [28, 0]]",2,market_only,majority_class,7,0.5,0.4523809523809524,,
63,0.5163265306122449,0.47619047619047616,0.4392857142857143,0.2727272727272727,0.10714285714285714,0.15384615384615385,0.2556225390491648,0.1746031746031746,-0.002782829710950932,-2.147158368791931,-0.25323574730911247,0.6926724921172691,0.8545025253692144,,"[[27, 8], [25, 3]]",2,market_only,logistic_regression,7,0.42944317315026703,0.4603174603174603,0.5742893240289897,0.005339435545385289
63,0.6051020408163266,0.5714285714285714,0.5214285714285715,0.6666666666666666,0.07142857142857142,0.12903225806451613,0.2520996546341233,0.047619047619047616,0.0014333823842131968,1.9584902794042927,-0.022024453096382235,0.15675152664822642,0.16755141753691855,,"[[34, 1], [26, 2]]",2,market_only,random_forest,7,0.4535977625222476,0.4603174603174603,0.6029195753103973,0.005339435545385289
63,0.5510204081632653,0.47619047619047616,0.4357142857142857,0.2222222222222222,0.07142857142857142,0.10810810810810811,,0.14285714285714285,-0.0038119090849403877,-4.138997070844765,-0.21938958756209692,0.6926724921172691,0.9778512404916156,,"[[28, 7], [26, 2]]",2,market_only,svm_linear,7,0.41800152555301295,0.4603174603174603,1.0176749199272521,0.005339435545385289
63,0.5,0.5238095238095238,0.5,0.0,0.0,0.0,0.47619047619047616,0.0,0.0,,0.0,0.40065324625203314,,,"[[33, 0], [30, 0]]",3,market_only,majority_class,7,0.5,0.49206349206349204,,
63,0.608080808080808,0.47619047619047616,0.5,0.47619047619047616,1.0,0.6451612903225806,0.2515187579191227,1.0,0.0009878891162221392,0.5524093652927303,-0.18116853486249096,0.6926724921172691,0.39249626092898077,,"[[0, 33], [0, 30]]",3,market_only,logistic_regression,7,0.516633064516129,0.5873015873015873,0.5080491635557186,0.16834677419354616
63,0.37979797979797975,0.4444444444444444,0.46212121212121215,0.45454545454545453,0.8333333333333334,0.5882352941176471,0.26503677562868955,0.873015873015873,0.0006407066651125254,0.43451515532614843,-0.10749951468157792,0.8432484733517736,0.4150321868177611,,"[[3, 30], [5, 25]]",3,market_only,random_forest,7,0.4866431451612903,0.5158730158730159,0.5484591609300263,0.03477822580645129
63,0.5818181818181818,0.47619047619047616,0.5,0.47619047619047616,1.0,0.6451612903225806,,1.0,0.0009878891162221392,0.5524093652927303,-0.18116853486249096,0.6926724921172691,0.39249626092898077,,"[[0, 33], [0, 30]]",3,market_only,svm_linear,7,0.5163810483870968,0.5714285714285714,0.07834829779384836,0.1350806451612886
63,0.5,0.49206349206349204,0.5,0.0,0.0,0.0,0.5079365079365079,0.0,0.0,,0.0,0.5993467537479669,,,"[[31, 0], [32, 0]]",4,market_only,majority_class,7,0.5,0.5396825396825397,,
